"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","WATERABST","TOT","M3CAP","A","1991",938.6577,"E"
"OECD","WATERABST","TOT","M3CAP","A","1992",926.9602,"E"
"OECD","WATERABST","TOT","M3CAP","A","1993",916.9763,"E"
"OECD","WATERABST","TOT","M3CAP","A","1994",906.7602,"E"
"OECD","WATERABST","TOT","M3CAP","A","1995",908.1857,"E"
"OECD","WATERABST","TOT","M3CAP","A","1996",897.0916,"E"
"OECD","WATERABST","TOT","M3CAP","A","1997",891.8669,"E"
"OECD","WATERABST","TOT","M3CAP","A","1998",900.0699,"E"
"OECD","WATERABST","TOT","M3CAP","A","1999",895.9441,"E"
"OECD","WATERABST","TOT","M3CAP","A","2000",887.1677,"E"
"OECD","WATERABST","TOT","M3CAP","A","2001",881.0277,"E"
"OECD","WATERABST","TOT","M3CAP","A","2002",874.5363,"E"
"OECD","WATERABST","TOT","M3CAP","A","2003",873.5641,"E"
"OECD","WATERABST","TOT","M3CAP","A","2004",866.0244,"E"
"OECD","WATERABST","TOT","M3CAP","A","2005",856.6598,"E"
"OECD","WATERABST","TOT","M3CAP","A","2006",848.5878,"E"
"OECD","WATERABST","TOT","M3CAP","A","2007",837.9631,"E"
"OECD","WATERABST","TOT","M3CAP","A","2008",833.4166,"E"
"OECD","WATERABST","TOT","M3CAP","A","2009",831.2965,"E"
"OECD","WATERABST","TOT","M3CAP","A","2010",823.9243,"E"
"OECD","WATERABST","TOT","M3CAP","A","2011",818.3104,"E"
"OECD","WATERABST","TOT","M3CAP","A","2012",819.4921,"E"
"OECD","WATERABST","TOT","M3CAP","A","2013",815.3415,"E"
"OECD","WATERABST","TOT","M3CAP","A","2014",814.4874,"E"
"OECD","WATERABST","TOT","M3CAP","A","2015",809.1644,"E"
"OECD","WATERABST","TOT","M3CAP","A","2016",804.494,"E"
"BRA","WATERABST","TOT","MLN_M3","A","2001",47803,
"BRA","WATERABST","TOT","MLN_M3","A","2002",49857,
"BRA","WATERABST","TOT","MLN_M3","A","2003",51911,
"BRA","WATERABST","TOT","MLN_M3","A","2004",53965,
"BRA","WATERABST","TOT","MLN_M3","A","2005",56019,
"BRA","WATERABST","TOT","MLN_M3","A","2006",58080,
"BRA","WATERABST","TOT","MLN_M3","A","2007",62275,
"BRA","WATERABST","TOT","MLN_M3","A","2008",66470,
"BRA","WATERABST","TOT","MLN_M3","A","2009",70665,
"BRA","WATERABST","TOT","MLN_M3","A","2010",74900,
"BRA","WATERABST","TOT","MLN_M3","A","2011",79100,
"BRA","WATERABST","TOT","MLN_M3","A","2012",83300,
"BRA","WATERABST","TOT","M3CAP","A","2001",268.9329,
"BRA","WATERABST","TOT","M3CAP","A","2002",276.7512,
"BRA","WATERABST","TOT","M3CAP","A","2003",284.4716,
"BRA","WATERABST","TOT","M3CAP","A","2004",292.1157,
"BRA","WATERABST","TOT","M3CAP","A","2005",299.6993,
"BRA","WATERABST","TOT","M3CAP","A","2006",307.2814,
"BRA","WATERABST","TOT","M3CAP","A","2007",326.0016,
"BRA","WATERABST","TOT","M3CAP","A","2008",344.4416,
"BRA","WATERABST","TOT","M3CAP","A","2009",362.578,
"BRA","WATERABST","TOT","M3CAP","A","2010",380.5966,
"BRA","WATERABST","TOT","M3CAP","A","2011",398.1142,
"BRA","WATERABST","TOT","M3CAP","A","2012",415.335,
"CHN","WATERABST","TOT","MLN_M3","A","2001",554560,
"CHN","WATERABST","TOT","MLN_M3","A","2002",547680,
"CHN","WATERABST","TOT","MLN_M3","A","2003",530410,
"CHN","WATERABST","TOT","MLN_M3","A","2004",553060,
"CHN","WATERABST","TOT","MLN_M3","A","2005",561100,
"CHN","WATERABST","TOT","MLN_M3","A","2006",577220,
"CHN","WATERABST","TOT","MLN_M3","A","2007",579300,
"CHN","WATERABST","TOT","MLN_M3","A","2008",588120,
"CHN","WATERABST","TOT","MLN_M3","A","2009",593399,
"CHN","WATERABST","TOT","MLN_M3","A","2010",596890,
"CHN","WATERABST","TOT","MLN_M3","A","2011",605340,
"CHN","WATERABST","TOT","MLN_M3","A","2012",608660,
"CHN","WATERABST","TOT","M3CAP","A","2001",429.5792,
"CHN","WATERABST","TOT","M3CAP","A","2002",421.7314,
"CHN","WATERABST","TOT","M3CAP","A","2003",406.0263,
"CHN","WATERABST","TOT","M3CAP","A","2004",420.8956,
"CHN","WATERABST","TOT","M3CAP","A","2005",424.5536,
"CHN","WATERABST","TOT","M3CAP","A","2006",434.2582,
"CHN","WATERABST","TOT","M3CAP","A","2007",433.3481,
"CHN","WATERABST","TOT","M3CAP","A","2008",437.4541,
"CHN","WATERABST","TOT","M3CAP","A","2009",438.8825,
"CHN","WATERABST","TOT","M3CAP","A","2010",438.9688,
"CHN","WATERABST","TOT","M3CAP","A","2011",442.6682,
"CHN","WATERABST","TOT","M3CAP","A","2012",442.5979,
"COL","WATERABST","TOT","MLN_M3","A","2008",35877,
"COL","WATERABST","TOT","MLN_M3","A","2012",35987,
"COL","WATERABST","TOT","M3CAP","A","2008",799.0148,
"COL","WATERABST","TOT","M3CAP","A","2012",767.6166,
"LVA","WATERABST","TOT","MLN_M3","A","2000",285.365,
"LVA","WATERABST","TOT","MLN_M3","A","2001",257.60001,
"LVA","WATERABST","TOT","MLN_M3","A","2002",256.20001,
"LVA","WATERABST","TOT","MLN_M3","A","2003",254.39999,
"LVA","WATERABST","TOT","MLN_M3","A","2004",229.7,
"LVA","WATERABST","TOT","MLN_M3","A","2005",249.832,
"LVA","WATERABST","TOT","MLN_M3","A","2006",218.96,
"LVA","WATERABST","TOT","MLN_M3","A","2007",218.3,
"LVA","WATERABST","TOT","MLN_M3","A","2008",227.73309,
"LVA","WATERABST","TOT","MLN_M3","A","2009",394.814,
"LVA","WATERABST","TOT","MLN_M3","A","2010",275.162,
"LVA","WATERABST","TOT","MLN_M3","A","2011",369.276,
"LVA","WATERABST","TOT","MLN_M3","A","2012",260.111,
"LVA","WATERABST","TOT","MLN_M3","A","2013",205.807,
"LVA","WATERABST","TOT","MLN_M3","A","2014",168.318,
"LVA","WATERABST","TOT","MLN_M3","A","2015",176.62,
"LVA","WATERABST","TOT","MLN_M3","A","2016",224.394,
"LVA","WATERABST","TOT","M3CAP","A","2000",119.6919,
"LVA","WATERABST","TOT","M3CAP","A","2001",109.2138,
"LVA","WATERABST","TOT","M3CAP","A","2002",109.8396,
"LVA","WATERABST","TOT","M3CAP","A","2003",110.3317,
"LVA","WATERABST","TOT","M3CAP","A","2004",100.7962,
"LVA","WATERABST","TOT","M3CAP","A","2005",110.9387,
"LVA","WATERABST","TOT","M3CAP","A","2006",98.39913,
"LVA","WATERABST","TOT","M3CAP","A","2007",99.29416,
"LVA","WATERABST","TOT","M3CAP","A","2008",105.2751,
"LVA","WATERABST","TOT","M3CAP","A","2009",184.0359,
"LVA","WATERABST","TOT","M3CAP","A","2010",129.864,
"LVA","WATERABST","TOT","M3CAP","A","2011",176.4766,
"LVA","WATERABST","TOT","M3CAP","A","2012",125.878,
"LVA","WATERABST","TOT","M3CAP","A","2013",100.847,
"LVA","WATERABST","TOT","M3CAP","A","2014",83.48589,
"LVA","WATERABST","TOT","M3CAP","A","2015",88.63516,
"LVA","WATERABST","TOT","M3CAP","A","2016",113.8749,
"RUS","WATERABST","TOT","MLN_M3","A","1980",111297,
"RUS","WATERABST","TOT","MLN_M3","A","1981",111297,
"RUS","WATERABST","TOT","MLN_M3","A","1982",105531,
"RUS","WATERABST","TOT","MLN_M3","A","1983",99844,
"RUS","WATERABST","TOT","MLN_M3","A","1984",91093,
"RUS","WATERABST","TOT","MLN_M3","A","1985",91921,
"RUS","WATERABST","TOT","MLN_M3","A","1986",87367,
"RUS","WATERABST","TOT","MLN_M3","A","1987",84845,
"RUS","WATERABST","TOT","MLN_M3","A","1988",82973,
"RUS","WATERABST","TOT","MLN_M3","A","1989",82064,
"RUS","WATERABST","TOT","MLN_M3","A","1992",105531,
"RUS","WATERABST","TOT","MLN_M3","A","1993",99844,
"RUS","WATERABST","TOT","MLN_M3","A","1994",91093,
"RUS","WATERABST","TOT","MLN_M3","A","1995",91921,
"RUS","WATERABST","TOT","MLN_M3","A","1996",87367,
"RUS","WATERABST","TOT","MLN_M3","A","1997",84845,
"RUS","WATERABST","TOT","MLN_M3","A","1998",82973,
"RUS","WATERABST","TOT","MLN_M3","A","1999",82064,
"RUS","WATERABST","TOT","MLN_M3","A","2000",80784,
"RUS","WATERABST","TOT","MLN_M3","A","2001",78736,
"RUS","WATERABST","TOT","MLN_M3","A","2002",78411,
"RUS","WATERABST","TOT","MLN_M3","A","2003",76855,
"RUS","WATERABST","TOT","MLN_M3","A","2004",74209,
"RUS","WATERABST","TOT","MLN_M3","A","2005",74366,
"RUS","WATERABST","TOT","MLN_M3","A","2006",74305,
"RUS","WATERABST","TOT","MLN_M3","A","2007",74633,
"RUS","WATERABST","TOT","MLN_M3","A","2008",74354,
"RUS","WATERABST","TOT","MLN_M3","A","2009",69915,
"RUS","WATERABST","TOT","MLN_M3","A","2010",72685,
"RUS","WATERABST","TOT","MLN_M3","A","2011",68652,
"RUS","WATERABST","TOT","MLN_M3","A","2012",66296,
"RUS","WATERABST","TOT","MLN_M3","A","2013",65104,
"RUS","WATERABST","TOT","MLN_M3","A","2014",64807,
"RUS","WATERABST","TOT","MLN_M3","A","2015",62163,
"RUS","WATERABST","TOT","MLN_M3","A","2016",63000,
"OECDE","WATERABST","TOT","M3CAP","A","1970",525.2822,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1971",532.6707,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1972",540.7344,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1973",550.1544,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1974",560.4479,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1975",571.7109,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1976",577.1761,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1977",580.2911,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1978",583.7824,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1979",587.8341,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1980",591.8936,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1981",578.6443,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1982",580.5677,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1983",575.149,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1984",577.0061,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1985",577.2292,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1986",575.6385,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1987",579.1577,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1988",585.8143,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1989",589.3234,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1990",587.778,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1991",585.3732,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1992",565.9189,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1993",549.9116,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1994",533.131,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1995",527.1743,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1996",522.0923,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1997",519.9786,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1998",527.5172,"E"
"OECDE","WATERABST","TOT","M3CAP","A","1999",533.1258,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2000",541.1745,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2001",537.916,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2002",524.4313,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2003",534.0734,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2004",538.567,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2005",536.6981,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2006",527.0806,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2007",511.8752,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2008",510.6303,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2009",519.5619,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2010",516.5871,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2011",509.0138,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2012",506.9942,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2013",492.6546,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2014",489.892,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2015",487.0465,"E"
"OECDE","WATERABST","TOT","M3CAP","A","2016",485.4858,"E"
"RUS","WATERABST","TOT","M3CAP","A","1980",806.157,
"RUS","WATERABST","TOT","M3CAP","A","1981",800.6845,
"RUS","WATERABST","TOT","M3CAP","A","1982",753.9827,
"RUS","WATERABST","TOT","M3CAP","A","1983",708.3804,
"RUS","WATERABST","TOT","M3CAP","A","1984",641.7231,
"RUS","WATERABST","TOT","M3CAP","A","1985",642.9338,
"RUS","WATERABST","TOT","M3CAP","A","1986",606.6667,
"RUS","WATERABST","TOT","M3CAP","A","1987",584.9296,
"RUS","WATERABST","TOT","M3CAP","A","1988",568.1697,
"RUS","WATERABST","TOT","M3CAP","A","1989",558.6745,
"RUS","WATERABST","TOT","M3CAP","A","1992",711.5184,
"RUS","WATERABST","TOT","M3CAP","A","1993",672.661,
"RUS","WATERABST","TOT","M3CAP","A","1994",613.7852,
"RUS","WATERABST","TOT","M3CAP","A","1995",619.8781,
"RUS","WATERABST","TOT","M3CAP","A","1996",590.0229,
"RUS","WATERABST","TOT","M3CAP","A","1997",574.1757,
"RUS","WATERABST","TOT","M3CAP","A","1998",562.983,
"RUS","WATERABST","TOT","M3CAP","A","1999",558.5635,
"RUS","WATERABST","TOT","M3CAP","A","2000",551.8164,
"RUS","WATERABST","TOT","M3CAP","A","2001",539.9724,
"RUS","WATERABST","TOT","M3CAP","A","2002",540.0397,
"RUS","WATERABST","TOT","M3CAP","A","2003",531.557,
"RUS","WATERABST","TOT","M3CAP","A","2004",515.1807,
"RUS","WATERABST","TOT","M3CAP","A","2005",517.8035,
"RUS","WATERABST","TOT","M3CAP","A","2006",518.4446,
"RUS","WATERABST","TOT","M3CAP","A","2007",521.3617,
"RUS","WATERABST","TOT","M3CAP","A","2008",519.6558,
"RUS","WATERABST","TOT","M3CAP","A","2009",488.5991,
"RUS","WATERABST","TOT","M3CAP","A","2010",507.7404,
"RUS","WATERABST","TOT","M3CAP","A","2011",479.1993,
"RUS","WATERABST","TOT","M3CAP","A","2012",462.2488,
"RUS","WATERABST","TOT","M3CAP","A","2013",453.3792,
"RUS","WATERABST","TOT","M3CAP","A","2014",450.7956,
"RUS","WATERABST","TOT","M3CAP","A","2015",432.0235,
"RUS","WATERABST","TOT","M3CAP","A","2016",437.6078,
"LTU","WATERABST","TOT","MLN_M3","A","2004",3278.17017,
"LTU","WATERABST","TOT","MLN_M3","A","2005",2364.87793,
"LTU","WATERABST","TOT","MLN_M3","A","2006",2081.07959,
"LTU","WATERABST","TOT","MLN_M3","A","2007",2268.98706,
"LTU","WATERABST","TOT","MLN_M3","A","2008",2274.89233,
"LTU","WATERABST","TOT","MLN_M3","A","2009",2411.86719,
"LTU","WATERABST","TOT","MLN_M3","A","2010",741.25592,
"LTU","WATERABST","TOT","MLN_M3","A","2011",612.07831,
"LTU","WATERABST","TOT","MLN_M3","A","2012",668.72339,
"LTU","WATERABST","TOT","MLN_M3","A","2013",443.10202,
"LTU","WATERABST","TOT","MLN_M3","A","2014",388.61621,
"LTU","WATERABST","TOT","MLN_M3","A","2015",410.50037,
"LTU","WATERABST","TOT","MLN_M3","A","2016",340.12309,
"LTU","WATERABST","TOT","M3CAP","A","2004",969.5522,
"LTU","WATERABST","TOT","M3CAP","A","2005",707.147,
"LTU","WATERABST","TOT","M3CAP","A","2006",629.9294,
"LTU","WATERABST","TOT","M3CAP","A","2007",695.9888,
"LTU","WATERABST","TOT","M3CAP","A","2008",707.6691,
"LTU","WATERABST","TOT","M3CAP","A","2009",761.1362,
"LTU","WATERABST","TOT","M3CAP","A","2010",237.2928,
"LTU","WATERABST","TOT","M3CAP","A","2011",198.7344,
"LTU","WATERABST","TOT","M3CAP","A","2012",220.1743,
"LTU","WATERABST","TOT","M3CAP","A","2013",147.832,
"LTU","WATERABST","TOT","M3CAP","A","2014",131.2074,
"LTU","WATERABST","TOT","M3CAP","A","2015",140.0105,
"LTU","WATERABST","TOT","M3CAP","A","2016",116.9512,
"CRI","WATERABST","TOT","MLN_M3","A","2008",384.46554,
"CRI","WATERABST","TOT","MLN_M3","A","2009",486.4184,
"CRI","WATERABST","TOT","MLN_M3","A","2010",853.32816,
"CRI","WATERABST","TOT","MLN_M3","A","2011",1066.20251,
"CRI","WATERABST","TOT","MLN_M3","A","2012",1246.09814,
"CRI","WATERABST","TOT","MLN_M3","A","2013",1347.40405,
"CRI","WATERABST","TOT","MLN_M3","A","2014",1656.21533,
"CRI","WATERABST","TOT","MLN_M3","A","2015",1990.31836,
"CRI","WATERABST","TOT","MLN_M3","A","2016",2089.36987,
"CRI","WATERABST","TOT","M3CAP","A","2008",86.80429,
"CRI","WATERABST","TOT","M3CAP","A","2009",108.3787,
"CRI","WATERABST","TOT","M3CAP","A","2010",187.7441,
"CRI","WATERABST","TOT","M3CAP","A","2011",231.7593,
"CRI","WATERABST","TOT","M3CAP","A","2012",267.74,
"CRI","WATERABST","TOT","M3CAP","A","2013",286.2918,
"CRI","WATERABST","TOT","M3CAP","A","2014",348.2006,
"CRI","WATERABST","TOT","M3CAP","A","2015",413.9702,
"CRI","WATERABST","TOT","M3CAP","A","2016",430.1528,
